Codigo Municipio,Nº Establecimientos Agricultura,Nº Establecimientos Industria,Nº Establecimientos Construccion,Nº Establecimientos Servicios
5189,1.0,4.0,4.0,16.0
5190,1.0,0.0,0.0,2.0
5191,0.0,0.0,1.0,3.0
5192,0.0,0.0,0.0,2.0
5193,2.0,0.0,2.0,3.0
5194,2.0,0.0,2.0,6.0
5195,3.0,0.0,1.0,7.0
5196,2.0,0.0,0.0,4.0
5197,2.0,1.0,0.0,4.0
5198,0.0,1.0,1.0,4.0
5199,0.0,0.0,0.0,1.0
5200,1.0,0.0,0.0,1.0
5201,1.0,2.0,7.0,7.0
5204,1.0,2.0,12.0,18.0
5205,5.0,0.0,0.0,4.0
5206,0.0,0.0,0.0,1.0
5207,0.0,4.0,8.0,9.0
5208,2.0,0.0,0.0,0.0
5209,0.0,0.0,0.0,1.0
5210,1.0,0.0,0.0,2.0
5211,0.0,0.0,4.0,7.0
5212,0.0,2.0,3.0,2.0
5213,0.0,0.0,0.0,1.0
5214,0.0,0.0,0.0,2.0
5215,0.0,1.0,1.0,6.0
5216,2.0,2.0,2.0,8.0
5217,3.0,0.0,1.0,1.0
5218,1.0,0.0,1.0,6.0
5219,2.0,0.0,0.0,2.0
5220,2.0,3.0,3.0,24.0
5221,0.0,0.0,3.0,7.0
5222,0.0,0.0,3.0,3.0
5224,2.0,0.0,0.0,1.0
5225,0.0,3.0,0.0,22.0
5226,0.0,0.0,0.0,3.0
5227,0.0,0.0,2.0,18.0
5228,0.0,0.0,0.0,1.0
5229,0.0,0.0,0.0,1.0
5230,2.0,0.0,0.0,3.0
5231,1.0,1.0,2.0,4.0
5232,0.0,0.0,1.0,6.0
5233,0.0,2.0,3.0,4.0
5234,1.0,1.0,0.0,2.0
5235,2.0,0.0,1.0,4.0
5236,0.0,0.0,2.0,1.0
5237,2.0,0.0,0.0,6.0
5238,4.0,1.0,7.0,9.0
5239,1.0,1.0,3.0,7.0
5240,2.0,30.0,27.0,143.0
5241,4.0,18.0,18.0,100.0
5242,0.0,3.0,5.0,13.0
5243,2.0,0.0,0.0,2.0
5244,0.0,0.0,0.0,2.0
5245,9.0,5.0,1.0,7.0
5246,0.0,0.0,0.0,1.0
5247,5.0,1.0,1.0,5.0
5249,1.0,0.0,0.0,3.0
5251,1.0,0.0,0.0,1.0
5252,2.0,0.0,1.0,1.0
5253,4.0,1.0,2.0,4.0
5254,0.0,1.0,1.0,12.0
5256,1.0,0.0,0.0,1.0
5257,0.0,0.0,1.0,7.0
5258,0.0,1.0,1.0,4.0
5259,1.0,0.0,1.0,3.0
5260,0.0,0.0,1.0,2.0
5261,0.0,0.0,0.0,1.0
5262,1.0,1.0,4.0,5.0
5263,0.0,0.0,0.0,5.0
5264,0.0,0.0,0.0,2.0
5265,1.0,0.0,0.0,1.0
5266,3.0,0.0,1.0,1.0
5267,0.0,0.0,2.0,1.0
5901,1.0,0.0,1.0,2.0
5902,2.0,3.0,5.0,10.0
5903,0.0,1.0,1.0,2.0
5904,0.0,0.0,1.0,2.0
5905,0.0,0.0,2.0,5.0
6001,6.0,2.0,1.0,13.0
6002,35.0,23.0,28.0,73.0
6003,15.0,1.0,1.0,12.0
6004,21.0,8.0,12.0,24.0
6005,13.0,14.0,12.0,24.0
6006,76.0,22.0,25.0,87.0
6007,24.0,5.0,3.0,19.0
6008,0.0,2.0,6.0,5.0
6009,2.0,0.0,0.0,6.0
6010,16.0,3.0,8.0,26.0
6011,136.0,165.0,146.0,833.0
6012,35.0,17.0,22.0,56.0
6013,1.0,1.0,0.0,4.0
6014,60.0,29.0,39.0,190.0
6015,265.0,291.0,445.0,4617.0
6016,17.0,8.0,17.0,50.0
6017,1.0,0.0,0.0,5.0
6018,12.0,1.0,6.0,8.0
6019,41.0,11.0,9.0,31.0
6020,36.0,8.0,10.0,21.0
6021,5.0,1.0,4.0,12.0
6022,11.0,11.0,12.0,39.0
6023,40.0,16.0,14.0,83.0
6024,13.0,7.0,4.0,13.0
6025,21.0,14.0,34.0,82.0
6026,12.0,10.0,3.0,13.0
6027,11.0,1.0,3.0,9.0
6028,19.0,24.0,26.0,62.0
6029,23.0,1.0,4.0,13.0
6030,1.0,0.0,2.0,4.0
6031,2.0,0.0,1.0,8.0
6032,1.0,0.0,0.0,1.0
6033,8.0,6.0,9.0,20.0
6034,5.0,1.0,0.0,3.0
6035,6.0,3.0,5.0,18.0
6036,48.0,41.0,18.0,155.0
6037,6.0,1.0,7.0,30.0
6038,19.0,2.0,3.0,8.0
6039,7.0,6.0,13.0,20.0
6040,13.0,3.0,2.0,24.0
6041,12.0,3.0,1.0,5.0
6042,6.0,1.0,3.0,5.0
6043,1.0,1.0,2.0,9.0
6044,147.0,118.0,179.0,973.0
6045,10.0,2.0,2.0,6.0
6046,2.0,2.0,2.0,12.0
6047,5.0,3.0,3.0,9.0
6048,12.0,1.0,6.0,12.0
6049,14.0,2.0,8.0,15.0
6050,24.0,29.0,22.0,103.0
6051,11.0,4.0,6.0,30.0
6052,38.0,21.0,33.0,99.0
6053,13.0,2.0,2.0,8.0
6054,63.0,17.0,26.0,92.0
6055,18.0,11.0,13.0,29.0
6056,2.0,2.0,3.0,11.0
6057,1.0,2.0,2.0,7.0
6058,11.0,8.0,13.0,31.0
6059,14.0,7.0,9.0,49.0
6060,98.0,32.0,28.0,134.0
6061,1.0,6.0,7.0,19.0
6062,7.0,0.0,3.0,12.0
6063,27.0,6.0,19.0,60.0
6064,1.0,2.0,0.0,9.0
6065,7.0,0.0,1.0,8.0
6066,9.0,3.0,5.0,11.0
6067,15.0,24.0,6.0,45.0
6068,5.0,1.0,1.0,12.0
6069,42.0,14.0,13.0,53.0
6070,61.0,56.0,55.0,226.0
6071,5.0,0.0,0.0,4.0
6072,14.0,14.0,7.0,36.0
6073,5.0,0.0,3.0,5.0
6074,35.0,19.0,21.0,186.0
6075,4.0,1.0,2.0,7.0
6076,23.0,5.0,3.0,7.0
6077,13.0,2.0,0.0,4.0
6078,3.0,0.0,0.0,6.0
6079,16.0,0.0,6.0,5.0
6080,15.0,6.0,12.0,37.0
6081,7.0,3.0,6.0,10.0
6082,3.0,0.0,2.0,8.0
6083,128.0,147.0,227.0,1887.0
6084,8.0,1.0,2.0,10.0
6085,34.0,25.0,30.0,84.0
6086,15.0,5.0,9.0,19.0
6087,42.0,18.0,14.0,31.0
6088,71.0,38.0,55.0,303.0
6089,11.0,1.0,2.0,8.0
6090,32.0,3.0,1.0,8.0
6091,42.0,14.0,19.0,75.0
6092,13.0,3.0,2.0,10.0
6093,21.0,26.0,19.0,69.0
6094,34.0,3.0,6.0,10.0
6095,87.0,40.0,54.0,195.0
6096,1.0,0.0,0.0,4.0
6097,5.0,8.0,19.0,41.0
6098,5.0,2.0,2.0,9.0
6099,8.0,1.0,5.0,15.0
6100,3.0,2.0,4.0,12.0
6101,13.0,2.0,0.0,12.0
6102,25.0,5.0,4.0,28.0
6103,16.0,16.0,44.0,108.0
6104,14.0,3.0,1.0,13.0
6105,8.0,1.0,3.0,6.0
6106,4.0,1.0,3.0,6.0
6107,10.0,3.0,11.0,13.0
6108,9.0,14.0,7.0,26.0
6109,10.0,81.0,40.0,89.0
6110,7.0,0.0,0.0,2.0
6111,1.0,1.0,1.0,6.0
6112,10.0,0.0,6.0,4.0
6113,48.0,10.0,18.0,45.0
6114,1.0,0.0,0.0,2.0
6115,18.0,3.0,4.0,21.0
6116,5.0,7.0,6.0,17.0
6117,11.0,9.0,4.0,15.0
6118,3.0,0.0,0.0,3.0
6119,2.0,1.0,1.0,14.0
6120,28.0,14.0,21.0,70.0
6121,32.0,18.0,30.0,76.0
6122,44.0,26.0,39.0,125.0
6123,33.0,72.0,28.0,100.0
6124,11.0,6.0,16.0,19.0
6125,11.0,6.0,5.0,38.0
6126,36.0,3.0,22.0,26.0
6127,27.0,11.0,13.0,75.0
6128,33.0,16.0,23.0,99.0
6129,5.0,3.0,5.0,7.0
6130,0.0,0.0,0.0,4.0
6131,10.0,4.0,11.0,18.0
6132,11.0,2.0,0.0,9.0
6133,18.0,6.0,12.0,19.0
6134,2.0,0.0,2.0,5.0
6135,2.0,6.0,4.0,31.0
6136,23.0,3.0,8.0,19.0
6137,8.0,3.0,12.0,20.0
6138,8.0,4.0,3.0,17.0
6139,17.0,2.0,0.0,10.0
6140,5.0,3.0,3.0,7.0
6141,10.0,7.0,10.0,17.0
6142,2.0,3.0,0.0,4.0
6143,24.0,12.0,28.0,67.0
6144,2.0,1.0,1.0,6.0
6145,5.0,1.0,1.0,7.0
6146,12.0,1.0,0.0,13.0
6147,0.0,0.0,4.0,5.0
6148,4.0,3.0,7.0,11.0
6149,72.0,48.0,61.0,248.0
6150,6.0,4.0,11.0,19.0
6151,13.0,4.0,7.0,15.0
6152,31.0,5.0,6.0,22.0
6153,72.0,74.0,114.0,587.0
6154,22.0,6.0,9.0,44.0
6155,20.0,15.0,6.0,26.0
6156,11.0,2.0,3.0,25.0
6157,1.0,0.0,0.0,10.0
6158,30.0,66.0,61.0,520.0
6159,16.0,12.0,7.0,17.0
6160,7.0,13.0,16.0,64.0
6161,4.0,1.0,0.0,12.0
6162,18.0,17.0,32.0,62.0
6901,22.0,11.0,16.0,34.0
6902,,,,
6903,,,,
7001,9.0,10.0,26.0,94.0
7002,16.0,49.0,51.0,201.0
7003,13.0,31.0,52.0,479.0
7004,9.0,13.0,26.0,100.0
7005,9.0,23.0,112.0,389.0
7006,9.0,24.0,58.0,194.0
7007,0.0,2.0,4.0,14.0
7008,9.0,48.0,42.0,167.0
7009,3.0,1.0,6.0,19.0
7010,15.0,8.0,30.0,148.0
7011,16.0,63.0,206.0,1762.0
7012,7.0,4.0,23.0,47.0
7013,16.0,37.0,87.0,239.0
7014,16.0,16.0,57.0,289.0
7015,61.0,152.0,172.0,757.0
7016,5.0,17.0,20.0,70.0
7017,0.0,2.0,9.0,21.0
7018,1.0,1.0,3.0,41.0
7019,4.0,1.0,0.0,15.0
7020,9.0,3.0,45.0,119.0
7021,2.0,0.0,1.0,13.0
7022,25.0,65.0,140.0,462.0
7023,12.0,37.0,37.0,102.0
7024,13.0,13.0,51.0,273.0
7025,2.0,0.0,7.0,24.0
7026,8.0,97.0,337.0,2181.0
7027,26.0,104.0,134.0,802.0
7028,5.0,1.0,10.0,18.0
7029,4.0,23.0,34.0,78.0
7030,7.0,7.0,24.0,57.0
7031,27.0,52.0,156.0,657.0
7032,41.0,105.0,168.0,1235.0
7033,47.0,183.0,212.0,1060.0
7034,2.0,2.0,6.0,27.0
7035,7.0,11.0,24.0,43.0
7036,12.0,111.0,183.0,779.0
7037,15.0,19.0,36.0,134.0
7038,6.0,10.0,17.0,68.0
7039,15.0,29.0,59.0,174.0
7040,140.0,908.0,1704.0,15022.0
7041,11.0,17.0,23.0,60.0
7042,22.0,53.0,125.0,523.0
7043,24.0,33.0,30.0,122.0
7044,33.0,47.0,91.0,228.0
7045,7.0,3.0,8.0,42.0
7046,23.0,33.0,97.0,558.0
7047,5.0,6.0,5.0,43.0
7048,6.0,34.0,109.0,604.0
7049,9.0,7.0,12.0,35.0
7050,8.0,8.0,26.0,126.0
7051,5.0,25.0,35.0,121.0
7052,5.0,23.0,42.0,135.0
7053,1.0,0.0,9.0,23.0
7054,27.0,73.0,186.0,978.0
7055,4.0,24.0,44.0,278.0
7056,12.0,27.0,46.0,179.0
7057,12.0,22.0,83.0,381.0
7058,8.0,12.0,24.0,71.0
7059,6.0,7.0,19.0,106.0
7060,1.0,21.0,28.0,102.0
7061,21.0,26.0,95.0,377.0
7062,6.0,7.0,51.0,316.0
7063,7.0,2.0,15.0,92.0
7064,6.0,16.0,36.0,114.0
7065,6.0,13.0,20.0,60.0
7901,5.0,1.0,6.0,16.0
7902,1.0,1.0,14.0,21.0
8001,2.0,70.0,49.0,275.0
8002,1.0,1.0,2.0,4.0
8003,6.0,15.0,30.0,352.0
8004,0.0,2.0,2.0,5.0
8005,8.0,32.0,43.0,248.0
8006,33.0,39.0,46.0,382.0
8007,9.0,49.0,35.0,172.0
8008,1.0,0.0,0.0,4.0
8009,20.0,67.0,45.0,273.0
8010,7.0,42.0,19.0,110.0
8011,8.0,13.0,16.0,36.0
8012,5.0,22.0,7.0,32.0
8013,21.0,13.0,9.0,38.0
8014,1.0,15.0,17.0,55.0
8015,14.0,690.0,630.0,4089.0
8016,1.0,9.0,13.0,54.0
8017,2.0,43.0,22.0,65.0
8018,3.0,27.0,19.0,50.0
8019,96.0,3606.0,5482.0,79979.0
8020,3.0,15.0,17.0,140.0
8021,0.0,0.0,0.0,3.0
8022,6.0,64.0,73.0,488.0
8023,9.0,40.0,39.0,114.0
8024,1.0,4.0,5.0,20.0
8025,3.0,5.0,8.0,36.0
8026,2.0,0.0,1.0,10.0
8027,4.0,10.0,2.0,18.0
8028,0.0,0.0,1.0,6.0
8029,33.0,91.0,31.0,255.0
8030,4.0,13.0,17.0,204.0
8031,1.0,32.0,18.0,98.0
8032,0.0,2.0,7.0,84.0
8033,19.0,110.0,69.0,406.0
8034,2.0,8.0,3.0,22.0
8035,11.0,25.0,46.0,597.0
8036,1.0,3.0,0.0,4.0
8037,7.0,12.0,24.0,61.0
8038,3.0,12.0,2.0,36.0
8039,1.0,0.0,2.0,14.0
8040,5.0,31.0,39.0,268.0
8041,4.0,114.0,51.0,262.0
8042,3.0,2.0,16.0,30.0
8043,4.0,3.0,9.0,57.0
8044,1.0,31.0,12.0,103.0
8045,0.0,0.0,0.0,1.0
8046,8.0,87.0,81.0,420.0
8047,10.0,35.0,25.0,115.0
8048,0.0,6.0,7.0,11.0
8049,3.0,8.0,9.0,33.0
8050,0.0,0.0,0.0,4.0
8051,1.0,228.0,114.0,468.0
8052,0.0,2.0,5.0,7.0
8053,2.0,26.0,17.0,60.0
8054,6.0,162.0,56.0,341.0
8055,0.0,1.0,6.0,13.0
8056,6.0,83.0,208.0,1607.0
8057,0.0,0.0,0.0,3.0
8058,11.0,12.0,5.0,36.0
8059,6.0,1.0,2.0,5.0
8060,2.0,2.0,2.0,7.0
8061,1.0,25.0,8.0,32.0
8062,1.0,0.0,5.0,9.0
8063,0.0,3.0,7.0,17.0
8064,6.0,19.0,13.0,48.0
8065,20.0,14.0,13.0,18.0
8066,1.0,26.0,11.0,49.0
8067,3.0,63.0,33.0,156.0
8068,1.0,42.0,38.0,159.0
8069,0.0,9.0,18.0,80.0
8070,1.0,1.0,1.0,12.0
8071,0.0,3.0,1.0,6.0
8072,1.0,17.0,43.0,229.0
8073,6.0,300.0,326.0,1926.0
8074,3.0,19.0,52.0,219.0
8075,7.0,36.0,13.0,82.0
8076,5.0,147.0,65.0,411.0
8077,1.0,162.0,135.0,1315.0
8078,2.0,0.0,0.0,9.0
8079,0.0,3.0,2.0,9.0
8080,0.0,0.0,0.0,3.0
8081,1.0,0.0,1.0,14.0
8082,1.0,10.0,6.0,18.0
8083,6.0,11.0,12.0,33.0
8084,8.0,5.0,11.0,16.0
8085,25.0,17.0,16.0,25.0
8086,11.0,162.0,100.0,452.0
8087,1.0,0.0,0.0,10.0
8088,7.0,83.0,63.0,412.0
8089,23.0,152.0,163.0,1171.0
8090,2.0,1.0,0.0,6.0
8091,8.0,32.0,13.0,91.0
8092,4.0,26.0,30.0,104.0
8093,0.0,0.0,0.0,1.0
8094,10.0,18.0,5.0,37.0
8095,0.0,0.0,0.0,4.0
8096,9.0,328.0,198.0,2155.0
8097,0.0,12.0,3.0,40.0
8098,0.0,26.0,17.0,56.0
8099,0.0,6.0,3.0,19.0
8100,30.0,49.0,18.0,121.0
8101,4.0,693.0,548.0,4525.0
8102,5.0,246.0,156.0,1197.0
8103,0.0,12.0,2.0,19.0
8104,4.0,8.0,7.0,17.0
8105,1.0,105.0,38.0,240.0
8106,2.0,51.0,49.0,206.0
8107,5.0,41.0,53.0,202.0
8108,5.0,162.0,43.0,229.0
8109,2.0,3.0,1.0,6.0
8110,25.0,62.0,67.0,394.0
8111,3.0,4.0,3.0,17.0
8112,28.0,126.0,71.0,415.0
8113,15.0,287.0,263.0,2213.0
8114,4.0,113.0,57.0,594.0
8115,0.0,57.0,22.0,112.0
8116,4.0,8.0,5.0,21.0
8117,33.0,39.0,17.0,66.0
8118,8.0,48.0,72.0,633.0
8119,3.0,26.0,35.0,117.0
8120,2.0,5.0,22.0,286.0
8121,37.0,566.0,354.0,2822.0
8122,2.0,5.0,10.0,29.0
8123,2.0,122.0,92.0,742.0
8124,2.0,136.0,131.0,1016.0
8125,2.0,320.0,158.0,882.0
8126,3.0,40.0,35.0,187.0
8127,0.0,19.0,13.0,63.0
8128,0.0,0.0,3.0,11.0
8129,3.0,1.0,2.0,8.0
8130,1.0,0.0,1.0,2.0
8131,0.0,2.0,3.0,13.0
8132,8.0,4.0,5.0,16.0
8133,1.0,3.0,0.0,8.0
8134,0.0,8.0,4.0,24.0
8135,0.0,57.0,35.0,187.0
8136,2.0,99.0,67.0,273.0
8137,0.0,2.0,7.0,13.0
8138,10.0,30.0,29.0,130.0
8139,0.0,0.0,3.0,7.0
8140,0.0,29.0,19.0,69.0
8141,6.0,37.0,28.0,133.0
8142,1.0,0.0,0.0,2.0
8143,5.0,48.0,17.0,79.0
8144,3.0,10.0,2.0,23.0
8145,10.0,68.0,22.0,150.0
8146,1.0,5.0,9.0,20.0
8147,2.0,69.0,83.0,426.0
8148,1.0,2.0,12.0,33.0
8149,4.0,11.0,4.0,29.0
8150,5.0,3.0,0.0,14.0
8151,3.0,0.0,4.0,10.0
8152,1.0,2.0,0.0,5.0
8153,1.0,6.0,1.0,15.0
8154,4.0,13.0,11.0,26.0
8155,23.0,25.0,39.0,131.0
8156,2.0,142.0,54.0,380.0
8157,1.0,32.0,42.0,243.0
8158,5.0,84.0,26.0,127.0
8159,1.0,119.0,54.0,416.0
8160,3.0,3.0,3.0,10.0
8161,16.0,44.0,46.0,207.0
8162,6.0,17.0,17.0,31.0
8163,18.0,91.0,119.0,523.0
8164,9.0,12.0,4.0,28.0
8165,0.0,47.0,14.0,53.0
8166,0.0,5.0,4.0,19.0
8167,5.0,192.0,33.0,236.0
8168,3.0,0.0,1.0,4.0
8169,17.0,163.0,169.0,1425.0
8170,2.0,4.0,2.0,9.0
8171,7.0,12.0,18.0,56.0
8172,8.0,27.0,63.0,572.0
8174,3.0,3.0,2.0,5.0
8175,5.0,39.0,28.0,96.0
8176,6.0,1.0,1.0,8.0
8177,0.0,0.0,0.0,1.0
8178,3.0,1.0,2.0,13.0
8179,0.0,0.0,2.0,10.0
8180,0.0,175.0,123.0,640.0
8181,11.0,60.0,39.0,251.0
8182,0.0,5.0,14.0,29.0
8183,3.0,29.0,24.0,92.0
8184,2.0,501.0,291.0,1462.0
8185,2.0,0.0,1.0,4.0
8187,7.0,707.0,669.0,4831.0
8188,0.0,2.0,0.0,5.0
8189,1.0,0.0,1.0,6.0
8190,0.0,0.0,0.0,15.0
8191,7.0,45.0,21.0,133.0
8192,4.0,75.0,31.0,134.0
8193,3.0,4.0,6.0,16.0
8194,0.0,155.0,105.0,675.0
8195,3.0,0.0,0.0,4.0
8196,1.0,172.0,72.0,538.0
8197,19.0,14.0,29.0,329.0
8198,3.0,18.0,19.0,109.0
8199,2.0,6.0,3.0,12.0
8200,24.0,228.0,219.0,1583.0
8201,5.0,5.0,6.0,45.0
8202,9.0,78.0,77.0,440.0
8203,17.0,9.0,20.0,59.0
8204,8.0,26.0,19.0,63.0
8205,10.0,145.0,272.0,3600.0
8206,4.0,18.0,8.0,33.0
8207,3.0,6.0,12.0,56.0
8208,4.0,85.0,37.0,185.0
8209,2.0,54.0,35.0,152.0
8210,4.0,17.0,37.0,115.0
8211,4.0,156.0,122.0,909.0
8212,0.0,10.0,7.0,9.0
8213,4.0,116.0,66.0,274.0
8214,12.0,76.0,34.0,238.0
8215,5.0,15.0,16.0,62.0
8216,0.0,0.0,0.0,2.0
8217,4.0,129.0,113.0,723.0
8218,2.0,47.0,30.0,175.0
8219,49.0,43.0,53.0,582.0
8220,4.0,9.0,18.0,59.0
8221,2.0,95.0,78.0,845.0
8222,13.0,24.0,11.0,51.0
8223,0.0,20.0,10.0,38.0
8224,2.0,6.0,4.0,17.0
8225,1.0,2.0,1.0,4.0
8226,3.0,7.0,8.0,20.0
8227,28.0,11.0,16.0,56.0
8228,3.0,3.0,3.0,6.0
8229,7.0,3.0,1.0,9.0
8230,13.0,38.0,48.0,240.0
8231,20.0,56.0,122.0,540.0
8232,0.0,25.0,16.0,32.0
8233,2.0,36.0,11.0,32.0
8234,8.0,9.0,19.0,80.0
8235,15.0,19.0,12.0,134.0
8236,7.0,14.0,11.0,27.0
8237,2.0,18.0,8.0,41.0
8238,1.0,127.0,57.0,574.0
8239,1.0,3.0,2.0,26.0
8240,13.0,96.0,42.0,327.0
8241,1.0,0.0,0.0,4.0
8242,0.0,3.0,0.0,9.0
8243,2.0,0.0,2.0,5.0
8244,8.0,38.0,29.0,133.0
8245,3.0,163.0,296.0,1657.0
8246,2.0,24.0,9.0,41.0
8247,2.0,4.0,7.0,19.0
8248,6.0,51.0,31.0,146.0
8249,4.0,5.0,3.0,5.0
8250,5.0,15.0,23.0,83.0
8251,12.0,44.0,25.0,99.0
8252,0.0,325.0,153.0,910.0
8253,4.0,2.0,0.0,4.0
8254,12.0,15.0,7.0,50.0
8255,7.0,1.0,1.0,5.0
8256,1.0,1.0,3.0,13.0
8257,0.0,0.0,2.0,11.0
8258,2.0,8.0,3.0,13.0
8259,9.0,45.0,36.0,189.0
8260,7.0,234.0,73.0,577.0
8261,10.0,1.0,5.0,91.0
8262,0.0,67.0,28.0,144.0
8263,4.0,106.0,117.0,453.0
8264,1.0,7.0,22.0,191.0
8265,3.0,29.0,9.0,36.0
8266,2.0,175.0,202.0,1462.0
8267,4.0,145.0,45.0,176.0
8268,1.0,11.0,8.0,24.0
8269,4.0,22.0,19.0,61.0
8270,1.0,35.0,82.0,1133.0
8271,1.0,0.0,0.0,3.0
8272,4.0,7.0,2.0,8.0
8273,20.0,30.0,16.0,73.0
8274,7.0,22.0,18.0,127.0
8275,1.0,2.0,0.0,12.0
8276,1.0,3.0,4.0,10.0
8277,0.0,0.0,0.0,5.0
8278,6.0,41.0,30.0,116.0
8279,7.0,931.0,899.0,4562.0
8280,2.0,0.0,2.0,8.0
8281,12.0,31.0,19.0,188.0
8282,12.0,5.0,18.0,163.0
8283,10.0,38.0,24.0,192.0
8284,23.0,56.0,58.0,281.0
8285,10.0,107.0,54.0,269.0
8286,1.0,12.0,12.0,36.0
8287,13.0,12.0,5.0,20.0
8288,11.0,9.0,6.0,25.0
8289,3.0,11.0,17.0,86.0
8290,4.0,5.0,11.0,40.0
8291,0.0,34.0,26.0,62.0
8292,0.0,18.0,6.0,21.0
8293,0.0,0.0,1.0,5.0
8294,1.0,10.0,17.0,37.0
8295,0.0,25.0,54.0,227.0
8296,3.0,1.0,8.0,79.0
8297,1.0,0.0,0.0,3.0
8298,33.0,252.0,184.0,1646.0
8299,0.0,2.0,1.0,9.0
8300,2.0,31.0,34.0,106.0
8301,25.0,152.0,231.0,1117.0
8302,1.0,30.0,34.0,146.0
8303,1.0,0.0,2.0,8.0
8304,16.0,10.0,16.0,19.0
8305,22.0,104.0,124.0,1259.0
8306,1.0,3.0,3.0,11.0
8307,84.0,147.0,218.0,1662.0
8308,5.0,1.0,0.0,11.0
8901,2.0,2.0,4.0,18.0
8902,6.0,17.0,20.0,116.0
8903,,,,
8904,,,,
8905,0.0,20.0,19.0,81.0
9001,0.0,1.0,0.0,1.0
9003,1.0,1.0,1.0,6.0
9006,0.0,0.0,0.0,0.0
9007,0.0,0.0,0.0,1.0
9009,0.0,0.0,2.0,4.0
9010,0.0,0.0,0.0,0.0
9011,1.0,0.0,0.0,3.0
9012,1.0,0.0,0.0,1.0
9013,0.0,0.0,0.0,0.0
9014,1.0,0.0,1.0,2.0
9016,0.0,0.0,1.0,4.0
9017,6.0,6.0,1.0,2.0
9018,43.0,132.0,146.0,1003.0
9019,2.0,1.0,0.0,2.0
9020,2.0,3.0,2.0,9.0
9021,0.0,0.0,2.0,0.0
9022,0.0,0.0,0.0,0.0
9023,0.0,1.0,3.0,10.0
9024,3.0,0.0,1.0,3.0
9025,0.0,1.0,0.0,8.0
9026,5.0,3.0,0.0,10.0
9027,0.0,0.0,0.0,0.0
9029,2.0,3.0,1.0,8.0
9030,2.0,1.0,0.0,1.0
9032,3.0,0.0,0.0,1.0
9033,2.0,0.0,0.0,2.0
9034,3.0,1.0,4.0,8.0
9035,2.0,1.0,2.0,6.0
9036,0.0,0.0,0.0,0.0
9037,0.0,0.0,0.0,1.0
9038,1.0,3.0,0.0,6.0
9039,0.0,0.0,2.0,0.0
9041,0.0,0.0,0.0,1.0
9043,0.0,0.0,2.0,1.0
9044,0.0,0.0,0.0,0.0
9045,2.0,1.0,0.0,5.0
9046,0.0,0.0,0.0,0.0
9047,1.0,0.0,0.0,0.0
9048,6.0,9.0,7.0,60.0
9050,1.0,0.0,0.0,1.0
9051,4.0,1.0,0.0,1.0
9052,0.0,0.0,0.0,0.0
9054,1.0,0.0,0.0,0.0
9055,0.0,0.0,0.0,2.0
9056,3.0,40.0,46.0,167.0
9057,1.0,0.0,0.0,3.0
9058,0.0,2.0,5.0,6.0
9059,12.0,570.0,697.0,5995.0
9060,0.0,0.0,2.0,3.0
9061,1.0,1.0,2.0,4.0
9062,0.0,0.0,0.0,0.0
9063,4.0,1.0,1.0,7.0
9064,3.0,2.0,6.0,9.0
9065,2.0,0.0,0.0,3.0
9066,0.0,0.0,0.0,1.0
9067,2.0,3.0,2.0,4.0
9068,0.0,0.0,0.0,0.0
9070,2.0,0.0,1.0,0.0
9071,0.0,0.0,1.0,2.0
9072,0.0,0.0,2.0,10.0
9073,0.0,5.0,2.0,13.0
9074,0.0,1.0,3.0,20.0
9075,0.0,4.0,0.0,2.0
9076,0.0,0.0,0.0,0.0
9077,0.0,0.0,0.0,0.0
9078,0.0,3.0,0.0,1.0
9079,0.0,0.0,0.0,1.0
9082,1.0,0.0,0.0,4.0
9083,1.0,0.0,0.0,2.0
9084,1.0,0.0,3.0,4.0
9085,5.0,8.0,1.0,15.0
9086,0.0,1.0,3.0,16.0
9088,0.0,0.0,0.0,0.0
9090,0.0,0.0,1.0,1.0
9091,12.0,2.0,8.0,14.0
9093,0.0,0.0,1.0,0.0
9094,0.0,0.0,0.0,1.0
9095,0.0,0.0,3.0,1.0
9098,1.0,2.0,3.0,16.0
9100,0.0,0.0,0.0,1.0
9101,1.0,0.0,0.0,3.0
9102,,,,
9103,0.0,0.0,3.0,7.0
9104,0.0,1.0,0.0,0.0
9105,1.0,0.0,0.0,3.0
9108,0.0,3.0,1.0,10.0
9109,4.0,0.0,7.0,23.0
9110,0.0,0.0,0.0,0.0
9112,1.0,2.0,1.0,1.0
9113,4.0,1.0,7.0,21.0
9114,3.0,1.0,1.0,3.0
9115,0.0,0.0,0.0,3.0
9117,1.0,2.0,0.0,0.0
9119,0.0,1.0,0.0,2.0
9120,0.0,0.0,0.0,1.0
9122,1.0,0.0,0.0,1.0
9123,0.0,0.0,1.0,1.0
9124,1.0,8.0,13.0,50.0
9125,4.0,3.0,4.0,10.0
9127,2.0,0.0,0.0,4.0
9128,0.0,0.0,0.0,0.0
9129,1.0,0.0,0.0,4.0
9130,0.0,1.0,0.0,3.0
9131,2.0,2.0,5.0,18.0
9132,1.0,4.0,0.0,2.0
9133,0.0,0.0,0.0,0.0
9134,1.0,1.0,2.0,9.0
9135,0.0,0.0,0.0,4.0
9136,2.0,3.0,0.0,7.0
9137,4.0,5.0,0.0,3.0
9138,2.0,1.0,0.0,2.0
9139,0.0,0.0,0.0,1.0
9140,4.0,0.0,0.0,4.0
