Totales Territoriales;Provincias;Municipios;Grupos CNAE;Periodo;Total
Total Nacional;05 Ávila;05024 Becedas;Total;2020;10
Total Nacional;05 Ávila;05025 Becedillas;Total;2020;.
Total Nacional;05 Ávila;05026 Bercial de Zapardiel;Total;2020;6
Total Nacional;05 Ávila;05027 Berlanas, Las;Total;2020;11
Total Nacional;05 Ávila;05029 Bernuy-Zapardiel;Total;2020;.
Total Nacional;05 Ávila;05030 Berrocalejo de Aragona;Total;2020;5
Total Nacional;05 Ávila;05033 Blascomillán;Total;2020;7
Total Nacional;05 Ávila;05034 Blasconuño de Matacabras;Total;2020;.
Total Nacional;05 Ávila;05035 Blascosancho;Total;2020;5
Total Nacional;05 Ávila;05036 Bohodón, El;Total;2020;5
Total Nacional;05 Ávila;05037 Bohoyo;Total;2020;6
Total Nacional;05 Ávila;05038 Bonilla de la Sierra;Total;2020;9
Total Nacional;05 Ávila;05039 Brabos;Total;2020;4
Total Nacional;05 Ávila;05040 Bularros;Total;2020;.
Total Nacional;05 Ávila;05041 Burgohondo;Total;2020;94
Total Nacional;05 Ávila;05042 Cabezas de Alambre;Total;2020;.
Total Nacional;05 Ávila;05043 Cabezas del Pozo;Total;2020;.
Total Nacional;05 Ávila;05044 Cabezas del Villar;Total;2020;11
Total Nacional;05 Ávila;05045 Cabizuela;Total;2020;11
Total Nacional;05 Ávila;05046 Canales;Total;2020;.
Total Nacional;05 Ávila;05047 Candeleda;Total;2020;380
Total Nacional;05 Ávila;05048 Cantiveros;Total;2020;5
Total Nacional;05 Ávila;05049 Cardeñosa;Total;2020;40
Total Nacional;05 Ávila;05051 Carrera, La;Total;2020;6
Total Nacional;05 Ávila;05052 Casas del Puerto;Total;2020;6
Total Nacional;05 Ávila;05053 Casasola;Total;2020;.
Total Nacional;05 Ávila;05054 Casavieja;Total;2020;89
Total Nacional;05 Ávila;05055 Casillas;Total;2020;37
Total Nacional;05 Ávila;05056 Castellanos de Zapardiel;Total;2020;5
Total Nacional;05 Ávila;05057 Cebreros;Total;2020;165
Total Nacional;05 Ávila;05058 Cepeda la Mora;Total;2020;.
Total Nacional;05 Ávila;05059 Cillán;Total;2020;7
Total Nacional;05 Ávila;05060 Cisla;Total;2020;4
Total Nacional;05 Ávila;05061 Colilla, La;Total;2020;31
Total Nacional;05 Ávila;05062 Collado de Contreras;Total;2020;8
Total Nacional;05 Ávila;05063 Collado del Mirón;Total;2020;.
Total Nacional;05 Ávila;05064 Constanzana;Total;2020;.
Total Nacional;05 Ávila;05065 Crespos;Total;2020;37
Total Nacional;05 Ávila;05066 Cuevas del Valle;Total;2020;40
Total Nacional;05 Ávila;05067 Chamartín;Total;2020;4
Total Nacional;05 Ávila;05069 Donjimeno;Total;2020;.
Total Nacional;05 Ávila;05070 Donvidas;Total;2020;.
Total Nacional;05 Ávila;05072 Espinosa de los Caballeros;Total;2020;4
Total Nacional;05 Ávila;05073 Flores de Ávila;Total;2020;9
Total Nacional;05 Ávila;05074 Fontiveros;Total;2020;79
Total Nacional;05 Ávila;05075 Fresnedilla;Total;2020;4
Total Nacional;05 Ávila;05076 Fresno, El;Total;2020;32
Total Nacional;05 Ávila;05077 Fuente el Saúz;Total;2020;5
Total Nacional;05 Ávila;05078 Fuentes de Año;Total;2020;.
Total Nacional;05 Ávila;05079 Gallegos de Altamiros;Total;2020;.
Total Nacional;05 Ávila;05080 Gallegos de Sobrinos;Total;2020;.
Total Nacional;05 Ávila;05081 Garganta del Villar;Total;2020;.
Total Nacional;05 Ávila;05082 Gavilanes;Total;2020;31
Total Nacional;05 Ávila;05083 Gemuño;Total;2020;.
Total Nacional;05 Ávila;05084 Gilbuena;Total;2020;.
Total Nacional;05 Ávila;05085 Gil García;Total;2020;.
Total Nacional;05 Ávila;05086 Gimialcón;Total;2020;.
Total Nacional;05 Ávila;05087 Gotarrendura;Total;2020;7
Total Nacional;05 Ávila;05088 Grandes y San Martín;Total;2020;.
Total Nacional;05 Ávila;05089 Guisando;Total;2020;25
Total Nacional;05 Ávila;05090 Gutierre-Muñoz;Total;2020;6
Total Nacional;05 Ávila;05092 Hernansancho;Total;2020;15
Total Nacional;05 Ávila;05093 Herradón de Pinares;Total;2020;31
Total Nacional;05 Ávila;05094 Herreros de Suso;Total;2020;4
Total Nacional;05 Ávila;05095 Higuera de las Dueñas;Total;2020;18
Total Nacional;05 Ávila;05096 Hija de Dios, La;Total;2020;.
Total Nacional;05 Ávila;05097 Horcajada, La;Total;2020;34
Total Nacional;05 Ávila;05099 Horcajo de las Torres;Total;2020;16
Total Nacional;05 Ávila;05100 Hornillo, El;Total;2020;15
Total Nacional;05 Ávila;05101 Hoyocasero;Total;2020;16
Total Nacional;05 Ávila;05102 Hoyo de Pinares, El;Total;2020;121
Total Nacional;05 Ávila;05103 Hoyorredondo;Total;2020;.
Total Nacional;05 Ávila;05104 Hoyos del Collado;Total;2020;.
Total Nacional;05 Ávila;05105 Hoyos del Espino;Total;2020;36
Total Nacional;05 Ávila;05106 Hoyos de Miguel Muñoz;Total;2020;.
Total Nacional;05 Ávila;05107 Hurtumpascual;Total;2020;.
Total Nacional;05 Ávila;05108 Junciana;Total;2020;.
Total Nacional;05 Ávila;05109 Langa;Total;2020;20
Total Nacional;05 Ávila;05110 Lanzahíta;Total;2020;60
Total Nacional;05 Ávila;05112 Losar del Barco, El;Total;2020;6
Total Nacional;05 Ávila;05113 Llanos de Tormes, Los;Total;2020;.
Total Nacional;05 Ávila;05114 Madrigal de las Altas Torres;Total;2020;78
Total Nacional;05 Ávila;05115 Maello;Total;2020;44
Total Nacional;05 Ávila;05116 Malpartida de Corneja;Total;2020;4
Total Nacional;05 Ávila;05117 Mamblas;Total;2020;9
Total Nacional;05 Ávila;05118 Mancera de Arriba;Total;2020;5
Total Nacional;05 Ávila;05119 Manjabálago y Ortigosa de Rioalmar;Total;2020;.
Total Nacional;05 Ávila;05120 Marlín;Total;2020;.
Total Nacional;05 Ávila;05121 Martiherrero;Total;2020;24
Total Nacional;05 Ávila;05122 Martínez;Total;2020;7
Total Nacional;05 Ávila;05123 Mediana de Voltoya;Total;2020;12
Total Nacional;05 Ávila;05124 Medinilla;Total;2020;6
Total Nacional;05 Ávila;05125 Mengamuñoz;Total;2020;.
Total Nacional;05 Ávila;05126 Mesegar de Corneja;Total;2020;.
Total Nacional;05 Ávila;05127 Mijares;Total;2020;51
Total Nacional;05 Ávila;05128 Mingorría;Total;2020;19
Total Nacional;05 Ávila;05129 Mirón, El;Total;2020;8
Total Nacional;05 Ávila;05130 Mironcillo;Total;2020;.
Total Nacional;05 Ávila;05131 Mirueña de los Infanzones;Total;2020;.
Total Nacional;05 Ávila;05132 Mombeltrán;Total;2020;60
Total Nacional;05 Ávila;05133 Monsalupe;Total;2020;.
Total Nacional;05 Ávila;05134 Moraleja de Matacabras;Total;2020;.
Total Nacional;05 Ávila;05135 Muñana;Total;2020;35
Total Nacional;05 Ávila;05136 Muñico;Total;2020;8
Total Nacional;05 Ávila;05138 Muñogalindo;Total;2020;19
Total Nacional;05 Ávila;05139 Muñogrande;Total;2020;.
Total Nacional;05 Ávila;05140 Muñomer del Peco;Total;2020;4
Total Nacional;05 Ávila;05141 Muñopepe;Total;2020;4
Total Nacional;05 Ávila;05142 Muñosancho;Total;2020;.
Total Nacional;05 Ávila;05143 Muñotello;Total;2020;.
Total Nacional;05 Ávila;05144 Narrillos del Álamo;Total;2020;.
Total Nacional;05 Ávila;05145 Narrillos del Rebollar;Total;2020;.
Total Nacional;05 Ávila;05147 Narros del Castillo;Total;2020;6
Total Nacional;05 Ávila;05148 Narros del Puerto;Total;2020;.
Total Nacional;05 Ávila;05149 Narros de Saldueña;Total;2020;6
Total Nacional;05 Ávila;05151 Navacepedilla de Corneja;Total;2020;5
Total Nacional;05 Ávila;05152 Nava de Arévalo;Total;2020;41
Total Nacional;05 Ávila;05153 Nava del Barco;Total;2020;.
Total Nacional;05 Ávila;05154 Navadijos;Total;2020;.
Total Nacional;05 Ávila;05155 Navaescurial;Total;2020;.
Total Nacional;05 Ávila;05156 Navahondilla;Total;2020;13
Total Nacional;05 Ávila;05157 Navalacruz;Total;2020;.
Total Nacional;05 Ávila;05158 Navalmoral;Total;2020;24
Total Nacional;05 Ávila;05159 Navalonguilla;Total;2020;12
Total Nacional;05 Ávila;05160 Navalosa;Total;2020;15
Total Nacional;05 Ávila;05161 Navalperal de Pinares;Total;2020;40
Total Nacional;05 Ávila;05162 Navalperal de Tormes;Total;2020;.
Total Nacional;05 Ávila;05163 Navaluenga;Total;2020;176
Total Nacional;05 Ávila;05164 Navaquesera;Total;2020;.
Total Nacional;05 Ávila;05165 Navarredonda de Gredos;Total;2020;38
Total Nacional;05 Ávila;05166 Navarredondilla;Total;2020;11
Total Nacional;05 Ávila;05167 Navarrevisca;Total;2020;11
Total Nacional;05 Ávila;05168 Navas del Marqués, Las;Total;2020;391
Total Nacional;05 Ávila;05169 Navatalgordo;Total;2020;10
Total Nacional;05 Ávila;05170 Navatejares;Total;2020;.
Total Nacional;05 Ávila;05171 Neila de San Miguel;Total;2020;.
Total Nacional;05 Ávila;05172 Niharra;Total;2020;6
Total Nacional;05 Ávila;05173 Ojos-Albos;Total;2020;4
Total Nacional;05 Ávila;05174 Orbita;Total;2020;.
Total Nacional;05 Ávila;05175 Oso, El;Total;2020;9
Total Nacional;05 Ávila;05176 Padiernos;Total;2020;13
Total Nacional;05 Ávila;05177 Pajares de Adaja;Total;2020;11
Total Nacional;05 Ávila;05178 Palacios de Goda;Total;2020;20
Total Nacional;05 Ávila;05179 Papatrigo;Total;2020;12
Total Nacional;05 Ávila;05180 Parral, El;Total;2020;.
Total Nacional;05 Ávila;05181 Pascualcobo;Total;2020;.
Total Nacional;05 Ávila;05182 Pedro Bernardo;Total;2020;58
Total Nacional;05 Ávila;05183 Pedro-Rodríguez;Total;2020;7
Total Nacional;05 Ávila;05184 Peguerinos;Total;2020;15
Total Nacional;05 Ávila;05185 Peñalba de Ávila;Total;2020;.
Total Nacional;05 Ávila;05186 Piedrahíta;Total;2020;171
Total Nacional;05 Ávila;05187 Piedralaves;Total;2020;175
Total Nacional;05 Ávila;05188 Poveda;Total;2020;.
Total Nacional;05 Ávila;05189 Poyales del Hoyo;Total;2020;35
Total Nacional;05 Ávila;05190 Pozanco;Total;2020;.
Total Nacional;05 Ávila;05191 Pradosegar;Total;2020;11
Total Nacional;05 Ávila;05192 Puerto Castilla;Total;2020;.
Total Nacional;05 Ávila;05193 Rasueros;Total;2020;4
Total Nacional;05 Ávila;05194 Riocabado;Total;2020;7
Total Nacional;05 Ávila;05195 Riofrío;Total;2020;6
Total Nacional;05 Ávila;05196 Rivilla de Barajas;Total;2020;8
Total Nacional;05 Ávila;05197 Salobral;Total;2020;7
Total Nacional;05 Ávila;05198 Salvadiós;Total;2020;5
Total Nacional;05 Ávila;05199 San Bartolomé de Béjar;Total;2020;.
Total Nacional;05 Ávila;05200 San Bartolomé de Corneja;Total;2020;.
Total Nacional;05 Ávila;05201 San Bartolomé de Pinares;Total;2020;21
Total Nacional;05 Ávila;05204 Sanchidrián;Total;2020;42
Total Nacional;05 Ávila;05205 Sanchorreja;Total;2020;.
Total Nacional;05 Ávila;05206 San Esteban de los Patos;Total;2020;.
Total Nacional;05 Ávila;05207 San Esteban del Valle;Total;2020;48
Total Nacional;05 Ávila;05208 San Esteban de Zapardiel;Total;2020;.
Total Nacional;05 Ávila;05209 San García de Ingelmos;Total;2020;.
Total Nacional;05 Ávila;05210 San Juan de la Encinilla;Total;2020;.
Total Nacional;05 Ávila;05211 San Juan de la Nava;Total;2020;31
Total Nacional;05 Ávila;05212 San Juan del Molinillo;Total;2020;18
Total Nacional;05 Ávila;05213 San Juan del Olmo;Total;2020;6
Total Nacional;05 Ávila;05214 San Lorenzo de Tormes;Total;2020;.
Total Nacional;05 Ávila;05215 San Martín de la Vega del Alberche;Total;2020;13
Total Nacional;05 Ávila;05216 San Martín del Pimpollar;Total;2020;20
Total Nacional;05 Ávila;05217 San Miguel de Corneja;Total;2020;4
Total Nacional;05 Ávila;05218 San Miguel de Serrezuela;Total;2020;6
Total Nacional;05 Ávila;05219 San Pascual;Total;2020;.
Total Nacional;05 Ávila;05220 San Pedro del Arroyo;Total;2020;31
Total Nacional;05 Ávila;05221 Santa Cruz del Valle;Total;2020;15
Total Nacional;05 Ávila;05222 Santa Cruz de Pinares;Total;2020;8
Total Nacional;05 Ávila;05224 Santa María del Arroyo;Total;2020;.
Total Nacional;05 Ávila;05225 Santa María del Berrocal;Total;2020;32
Total Nacional;05 Ávila;05226 Santa María de los Caballeros;Total;2020;4
Total Nacional;05 Ávila;05227 Santa María del Tiétar;Total;2020;24
Total Nacional;05 Ávila;05228 Santiago del Collado;Total;2020;4
Total Nacional;05 Ávila;05229 Santo Domingo de las Posadas;Total;2020;.
Total Nacional;05 Ávila;05230 Santo Tomé de Zabarcos;Total;2020;.
Total Nacional;05 Ávila;05231 San Vicente de Arévalo;Total;2020;12
Total Nacional;05 Ávila;05232 Serrada, La;Total;2020;4
Total Nacional;05 Ávila;05233 Serranillos;Total;2020;20
Total Nacional;05 Ávila;05234 Sigeres;Total;2020;.
Total Nacional;05 Ávila;05235 Sinlabajos;Total;2020;7
Total Nacional;05 Ávila;05236 Solana de Ávila;Total;2020;5
Total Nacional;05 Ávila;05237 Solana de Rioalmar;Total;2020;9
Total Nacional;05 Ávila;05238 Solosancho;Total;2020;30
Total Nacional;05 Ávila;05239 Sotalbo;Total;2020;7
Total Nacional;05 Ávila;05240 Sotillo de la Adrada;Total;2020;353
Total Nacional;05 Ávila;05241 Tiemblo, El;Total;2020;212
Total Nacional;05 Ávila;05242 Tiñosillos;Total;2020;27
Total Nacional;05 Ávila;05243 Tolbaños;Total;2020;.
Total Nacional;05 Ávila;05244 Tormellas;Total;2020;.
Total Nacional;05 Ávila;05245 Tornadizos de Ávila;Total;2020;19
Total Nacional;05 Ávila;05246 Tórtoles;Total;2020;.
Total Nacional;05 Ávila;05247 Torre, La;Total;2020;11
Total Nacional;05 Ávila;05249 Umbrías;Total;2020;13
Total Nacional;05 Ávila;05251 Vadillo de la Sierra;Total;2020;.
Total Nacional;05 Ávila;05252 Valdecasa;Total;2020;.
Total Nacional;05 Ávila;05253 Vega de Santa María;Total;2020;4
Total Nacional;05 Ávila;05254 Velayos;Total;2020;12
Total Nacional;05 Ávila;05256 Villaflor;Total;2020;5
Total Nacional;05 Ávila;05257 Villafranca de la Sierra;Total;2020;10
Total Nacional;05 Ávila;05258 Villanueva de Gómez;Total;2020;6
Total Nacional;05 Ávila;05259 Villanueva del Aceral;Total;2020;7
Total Nacional;05 Ávila;05260 Villanueva del Campillo;Total;2020;.
Total Nacional;05 Ávila;05261 Villar de Corneja;Total;2020;.
Total Nacional;05 Ávila;05262 Villarejo del Valle;Total;2020;23
Total Nacional;05 Ávila;05263 Villatoro;Total;2020;6
Total Nacional;05 Ávila;05264 Viñegra de Moraña;Total;2020;.
Total Nacional;05 Ávila;05265 Vita;Total;2020;.
Total Nacional;05 Ávila;05266 Zapardiel de la Cañada;Total;2020;7
Total Nacional;05 Ávila;05267 Zapardiel de la Ribera;Total;2020;7
Total Nacional;05 Ávila;05901 San Juan de Gredos;Total;2020;12
Total Nacional;05 Ávila;05902 Santa María del Cubillo;Total;2020;29
Total Nacional;05 Ávila;05903 Diego del Carpio;Total;2020;4
Total Nacional;05 Ávila;05904 Santiago del Tormes;Total;2020;5
Total Nacional;05 Ávila;05905 Villanueva de Ávila;Total;2020;.
Total Nacional;06 Badajoz;06001 Acedera;Total;2020;29
Total Nacional;06 Badajoz;06002 Aceuchal;Total;2020;356
Total Nacional;06 Badajoz;06003 Ahillones;Total;2020;39
Total Nacional;06 Badajoz;06004 Alange;Total;2020;95
Total Nacional;06 Badajoz;06005 Albuera, La;Total;2020;100
Total Nacional;06 Badajoz;06006 Alburquerque;Total;2020;297
Total Nacional;06 Badajoz;06007 Alconchel;Total;2020;74
Total Nacional;06 Badajoz;06008 Alconera;Total;2020;23
Total Nacional;06 Badajoz;06009 Aljucén;Total;2020;11
Total Nacional;06 Badajoz;06010 Almendral;Total;2020;64
Total Nacional;06 Badajoz;06011 Almendralejo;Total;2020;2.530
Total Nacional;06 Badajoz;06012 Arroyo de San Serván;Total;2020;249
Total Nacional;06 Badajoz;06013 Atalaya;Total;2020;6
Total Nacional;06 Badajoz;06014 Azuaga;Total;2020;489
Total Nacional;06 Badajoz;06015 Badajoz;Total;2020;10.305
Total Nacional;06 Badajoz;06016 Barcarrota;Total;2020;223
Total Nacional;06 Badajoz;06017 Baterno;Total;2020;7
Total Nacional;06 Badajoz;06018 Benquerencia de la Serena;Total;2020;32
Total Nacional;06 Badajoz;06019 Berlanga;Total;2020;147
Total Nacional;06 Badajoz;06020 Bienvenida;Total;2020;97
Total Nacional;06 Badajoz;06021 Bodonal de la Sierra;Total;2020;70
Total Nacional;06 Badajoz;06022 Burguillos del Cerro;Total;2020;158
Total Nacional;06 Badajoz;06023 Cabeza del Buey;Total;2020;264
Total Nacional;06 Badajoz;06024 Cabeza la Vaca;Total;2020;73
Total Nacional;06 Badajoz;06025 Calamonte;Total;2020;303
Total Nacional;06 Badajoz;06026 Calera de León;Total;2020;64
Total Nacional;06 Badajoz;06027 Calzadilla de los Barros;Total;2020;27
Total Nacional;06 Badajoz;06028 Campanario;Total;2020;272
Total Nacional;06 Badajoz;06029 Campillo de Llerena;Total;2020;64
Total Nacional;06 Badajoz;06030 Capilla;Total;2020;7
Total Nacional;06 Badajoz;06031 Carmonita;Total;2020;10
Total Nacional;06 Badajoz;06032 Carrascalejo, El;Total;2020;.
Total Nacional;06 Badajoz;06033 Casas de Don Pedro;Total;2020;74
Total Nacional;06 Badajoz;06034 Casas de Reina;Total;2020;9
Total Nacional;06 Badajoz;06035 Castilblanco;Total;2020;59
Total Nacional;06 Badajoz;06036 Castuera;Total;2020;479
Total Nacional;06 Badajoz;06037 Codosera, La;Total;2020;81
Total Nacional;06 Badajoz;06038 Cordobilla de Lácara;Total;2020;39
Total Nacional;06 Badajoz;06039 Coronada, La;Total;2020;58
Total Nacional;06 Badajoz;06040 Corte de Peleas;Total;2020;37
Total Nacional;06 Badajoz;06041 Cristina;Total;2020;18
Total Nacional;06 Badajoz;06042 Cheles;Total;2020;36
Total Nacional;06 Badajoz;06043 Don Álvaro;Total;2020;45
Total Nacional;06 Badajoz;06044 Don Benito;Total;2020;2.509
Total Nacional;06 Badajoz;06045 Entrín Bajo;Total;2020;16
Total Nacional;06 Badajoz;06046 Esparragalejo;Total;2020;47
Total Nacional;06 Badajoz;06047 Esparragosa de la Serena;Total;2020;40
Total Nacional;06 Badajoz;06048 Esparragosa de Lares;Total;2020;35
Total Nacional;06 Badajoz;06049 Feria;Total;2020;59
Total Nacional;06 Badajoz;06050 Fregenal de la Sierra;Total;2020;406
Total Nacional;06 Badajoz;06051 Fuenlabrada de los Montes;Total;2020;73
Total Nacional;06 Badajoz;06052 Fuente de Cantos;Total;2020;318
Total Nacional;06 Badajoz;06053 Fuente del Arco;Total;2020;24
Total Nacional;06 Badajoz;06054 Fuente del Maestre;Total;2020;391
Total Nacional;06 Badajoz;06055 Fuentes de León;Total;2020;144
Total Nacional;06 Badajoz;06056 Garbayuela;Total;2020;21
Total Nacional;06 Badajoz;06057 Garlitos;Total;2020;18
Total Nacional;06 Badajoz;06058 Garrovilla, La;Total;2020;106
Total Nacional;06 Badajoz;06059 Granja de Torrehermosa;Total;2020;118
Total Nacional;06 Badajoz;06060 Guareña;Total;2020;358
Total Nacional;06 Badajoz;06061 Haba, La;Total;2020;64
Total Nacional;06 Badajoz;06062 Helechosa de los Montes;Total;2020;26
Total Nacional;06 Badajoz;06063 Herrera del Duque;Total;2020;215
Total Nacional;06 Badajoz;06064 Higuera de la Serena;Total;2020;47
Total Nacional;06 Badajoz;06065 Higuera de Llerena;Total;2020;14
Total Nacional;06 Badajoz;06066 Higuera de Vargas;Total;2020;63
Total Nacional;06 Badajoz;06067 Higuera la Real;Total;2020;154
Total Nacional;06 Badajoz;06068 Hinojosa del Valle;Total;2020;24
Total Nacional;06 Badajoz;06069 Hornachos;Total;2020;182
Total Nacional;06 Badajoz;06070 Jerez de los Caballeros;Total;2020;652
Total Nacional;06 Badajoz;06071 Lapa, La;Total;2020;10
Total Nacional;06 Badajoz;06072 Lobón;Total;2020;119
Total Nacional;06 Badajoz;06073 Llera;Total;2020;34
Total Nacional;06 Badajoz;06074 Llerena;Total;2020;460
Total Nacional;06 Badajoz;06075 Magacela;Total;2020;30
Total Nacional;06 Badajoz;06076 Maguilla;Total;2020;45
Total Nacional;06 Badajoz;06077 Malcocinado;Total;2020;6
Total Nacional;06 Badajoz;06078 Malpartida de la Serena;Total;2020;35
Total Nacional;06 Badajoz;06079 Manchita;Total;2020;21
Total Nacional;06 Badajoz;06080 Medellín;Total;2020;104
Total Nacional;06 Badajoz;06081 Medina de las Torres;Total;2020;53
Total Nacional;06 Badajoz;06082 Mengabril;Total;2020;15
Total Nacional;06 Badajoz;06083 Mérida;Total;2020;4.197
Total Nacional;06 Badajoz;06084 Mirandilla;Total;2020;40
Total Nacional;06 Badajoz;06085 Monesterio;Total;2020;344
Total Nacional;06 Badajoz;06086 Montemolín;Total;2020;51
Total Nacional;06 Badajoz;06087 Monterrubio de la Serena;Total;2020;110
Total Nacional;06 Badajoz;06088 Montijo;Total;2020;881
Total Nacional;06 Badajoz;06089 Morera, La;Total;2020;28
